"","x"
"5372","DA"
"5373","NE"
"5374","NE"
"5375","NE"
"5376","DA"
"5377","NE"
"5378","DA"
"5379","NE"
"5380","NE"
"5381","DA"
"5382","NE"
"5383","NE"
"5384","DA"
"5385","DA"
"5386","NE"
"5387","NE"
"5388","NE"
"5389","NE"
"5390","DA"
"5391","NE"
"5392","NE"
"5393","DA"
"5394","NE"
"5395","NE"
"5396","DA"
"5397","DA"
"5398","NE"
"5399","NE"
"5400","NE"
"5401","NE"
"5402","DA"
"5403","NE"
"5404","NE"
"5405","NE"
"5406","NE"
"5407","NE"
"5408","NE"
"5409","DA"
"5410","NE"
"5411","NE"
"5412","NE"
"5413","NE"
"5414","NE"
"5415","NE"
"5416","NE"
"5417","NE"
"5418","NE"
"5419","NE"
"5420","NE"
"5421","NE"
"5422","NE"
"5423","NE"
"5424","NE"
"5425","NE"
"5426","NE"
"5427","DA"
"5428","DA"
"5429","DA"
"5430","NE"
"5431","NE"
"5432","NE"
"5433","DA"
"5434","NE"
"5435","NE"
"5436","NE"
"5437","NE"
"5438","NE"
"5439","NE"
"5440","NE"
"5441","NE"
"5442","NE"
"5443","NE"
"5444","NE"
"5445","NE"
"5446","NE"
"5447","NE"
"5448","NE"
"5449","NE"
"5450","NE"
"5451","NE"
"5452","NE"
"5453","NE"
"5454","DA"
"5455","NE"
"5456","DA"
"5457","NE"
"5458","NE"
"5459","NE"
"5460","NE"
"5461","DA"
"5462","NE"
"5463","NE"
"5464","NE"
"5465","DA"
"5466","NE"
"5467","NE"
"5468","NE"
"5469","NE"
"5470","DA"
"5471","NE"
"5472","NE"
"5473","NE"
"5474","NE"
"5475","NE"
"5476","DA"
"5477","DA"
"5478","DA"
"5479","NE"
"5480","NE"
"5481","NE"
"5482","NE"
"5483","NE"
"5484","NE"
"5485","NE"
"5486","DA"
"5487","DA"
"5488","NE"
"5489","NE"
"5490","NE"
"5491","NE"
"5492","DA"
"5493","NE"
"5494","NE"
"5495","NE"
"5496","NE"
"5497","DA"
"5498","NE"
"5499","NE"
"5500","NE"
"5501","NE"
"5502","NE"
"5503","NE"
"5504","NE"
"5505","DA"
"5506","NE"
"5507","DA"
"5508","NE"
"5509","NE"
"5510","NE"
"5511","NE"
"5512","NE"
"5513","NE"
"5514","NE"
"5515","NE"
"5516","NE"
"5517","NE"
"5518","NE"
"5519","DA"
"5520","NE"
"5521","NE"
"5522","NE"
"5523","DA"
"5524","NE"
"5525","DA"
"5526","NE"
"5527","NE"
"5528","NE"
"5529","NE"
"5530","NE"
"5531","NE"
"5532","NE"
"5533","NE"
"5534","NE"
"5535","NE"
"5536","NE"
"5537","NE"
"5538","NE"
"5539","NE"
"5540","NE"
"5541","NE"
"5542","DA"
"5543","DA"
"5544","NE"
"5545","DA"
"5546","NE"
"5547","NE"
"5548","DA"
"5549","NE"
"5550","NE"
"5551","NE"
"5552","NE"
"5553","NE"
"5554","NE"
"5555","NE"
"5556","NE"
"5557","NE"
"5558","NE"
"5559","DA"
"5560","NE"
"5561","NE"
"5562","DA"
"5563","NE"
"5564","NE"
"5565","DA"
"5566","NE"
"5567","DA"
"5568","NE"
"5569","NE"
"5570","NE"
"5571","NE"
"5572","NE"
"5573","NE"
"5574","NE"
"5575","NE"
"5576","DA"
"5577","NE"
"5578","DA"
"5579","NE"
"5580","NE"
"5581","NE"
"5582","NE"
"5583","NE"
"5584","DA"
"5585","NE"
"5586","NE"
"5587","NE"
"5588","NE"
"5589","NE"
"5590","NE"
"5591","NE"
"5592","NE"
"5593","NE"
"5594","NE"
"5595","NE"
"5596","NE"
"5597","NE"
"5598","NE"
"5599","DA"
"5600","NE"
"5601","NE"
"5602","NE"
"5603","NE"
"5604","NE"
"5605","NE"
"5606","DA"
"5607","NE"
"5608","NE"
"5609","NE"
"5610","NE"
"5611","NE"
"5612","DA"
"5613","DA"
"5614","DA"
"5615","NE"
"5616","NE"
"5617","NE"
"5618","NE"
"5619","NE"
"5620","NE"
"5621","DA"
"5622","NE"
"5623","NE"
"5624","NE"
"5625","NE"
"5626","NE"
"5627","NE"
"5628","NE"
"5629","NE"
"5630","NE"
"5631","NE"
"5632","NE"
"5633","NE"
"5634","NE"
"5635","NE"
"5636","NE"
"5637","DA"
"5638","NE"
"5639","NE"
"5640","NE"
"5641","NE"
"5642","NE"
"5643","NE"
"5644","DA"
"5645","NE"
"5646","NE"
"5647","NE"
"5648","NE"
"5649","NE"
"5650","DA"
"5651","NE"
"5652","NE"
"5653","DA"
"5654","NE"
"5655","DA"
"5656","DA"
"5657","NE"
"5658","DA"
"5659","NE"
"5660","NE"
"5661","NE"
"5662","DA"
"5663","DA"
"5664","DA"
"5665","NE"
"5666","NE"
"5667","NE"
"5668","NE"
"5669","NE"
"5670","DA"
"5671","NE"
"5672","NE"
"5673","NE"
"5674","NE"
"5675","DA"
"5676","NE"
"5677","NE"
"5678","NE"
"5679","NE"
"5680","DA"
"5681","NE"
"5682","NE"
"5683","NE"
"5684","NE"
"5685","NE"
"5686","NE"
"5687","NE"
"5688","NE"
"5689","NE"
"5690","NE"
"5691","NE"
"5692","NE"
"5693","NE"
"5694","NE"
"5695","DA"
"5696","NE"
"5697","NE"
"5698","NE"
"5699","NE"
"5700","NE"
"5701","NE"
"5702","DA"
"5703","NE"
"5704","DA"
"5705","NE"
"5706","DA"
"5707","NE"
"5708","NE"
"5709","NE"
"5710","NE"
"5711","NE"
"5712","NE"
"5713","NE"
"5714","NE"
"5715","DA"
"5716","DA"
"5717","NE"
"5718","NE"
"5719","NE"
"5720","NE"
"5721","NE"
"5722","NE"
"5723","DA"
"5724","NE"
"5725","NE"
"5726","NE"
"5727","NE"
"5728","NE"
"5729","NE"
"5730","NE"
"5731","NE"
"5732","NE"
"5733","NE"
"5734","NE"
"5735","NE"
"5736","NE"
"5737","NE"
"5738","NE"
"5739","NE"
"5740","NE"
"5741","NE"
"5742","NE"
"5743","NE"
"5744","NE"
"5745","NE"
"5746","NE"
"5747","DA"
"5748","NE"
"5749","NE"
"5750","NE"
"5751","NE"
"5752","NE"
"5753","NE"
"5754","NE"
"5755","DA"
"5756","NE"
"5757","NE"
"5758","DA"
"5759","NE"
"5760","NE"
"5761","NE"
"5762","DA"
"5763","NE"
"5764","NE"
"5765","NE"
"5766","NE"
"5767","DA"
"5768","NE"
"5769","NE"
"5770","NE"
"5771","NE"
"5772","NE"
"5773","NE"
"5774","NE"
"5775","NE"
"5776","NE"
"5777","NE"
"5778","DA"
"5779","NE"
"5780","NE"
"5781","NE"
"5782","NE"
"5783","NE"
"5784","DA"
"5785","NE"
"5786","DA"
"5787","NE"
"5788","NE"
"5789","NE"
"5790","NE"
"5791","DA"
"5792","NE"
"5793","NE"
"5794","NE"
"5795","NE"
"5796","DA"
"5797","NE"
"5798","NE"
"5799","NE"
"5800","NE"
"5801","NE"
"5802","NE"
"5803","NE"
"5804","NE"
"5805","NE"
"5806","NE"
"5807","NE"
"5808","NE"
"5809","NE"
"5810","NE"
"5811","NE"
"5812","DA"
"5813","NE"
"5814","NE"
"5815","NE"
"5816","NE"
"5817","NE"
"5818","NE"
"5819","NE"
"5820","DA"
"5821","NE"
"5822","NE"
"5823","NE"
"5824","NE"
"5825","NE"
"5826","NE"
"5827","NE"
"5828","NE"
"5829","NE"
"5830","NE"
"5831","NE"
"5832","DA"
"5833","NE"
"5834","NE"
"5835","NE"
"5836","NE"
"5837","NE"
"5838","NE"
"5839","NE"
"5840","NE"
"5841","NE"
"5842","NE"
"5843","DA"
"5844","NE"
"5845","NE"
"5846","DA"
"5847","NE"
"5848","NE"
"5849","NE"
"5850","NE"
"5851","DA"
"5852","NE"
"5853","NE"
"5854","NE"
"5855","NE"
"5856","NE"
"5857","NE"
"5858","NE"
"5859","NE"
"5860","NE"
"5861","NE"
"5862","NE"
"5863","NE"
"5864","NE"
"5865","NE"
"5866","NE"
"5867","NE"
"5868","DA"
"5869","NE"
"5870","NE"
"5871","NE"
"5872","NE"
"5873","NE"
"5874","NE"
"5875","NE"
"5876","NE"
"5877","NE"
"5878","DA"
"5879","NE"
"5880","NE"
"5881","NE"
"5882","NE"
"5883","NE"
"5884","DA"
"5885","NE"
"5886","NE"
"5887","NE"
"5888","DA"
"5889","NE"
"5890","NE"
"5891","NE"
"5892","NE"
"5893","NE"
"5894","NE"
"5895","NE"
"5896","NE"
"5897","NE"
"5898","DA"
"5899","NE"
"5900","NE"
"5901","NE"
"5902","DA"
"5903","NE"
"5904","NE"
"5905","DA"
"5906","DA"
"5907","NE"
"5908","NE"
"5909","NE"
"5910","NE"
"5911","NE"
"5912","NE"
"5913","DA"
"5914","NE"
"5915","NE"
"5916","DA"
"5917","DA"
"5918","DA"
"5919","DA"
"5920","NE"
"5921","NE"
"5922","DA"
"5923","NE"
"5924","NE"
"5925","NE"
"5926","NE"
"5927","NE"
"5928","NE"
"5929","DA"
"5930","NE"
"5931","NE"
"5932","NE"
"5933","NE"
"5934","DA"
"5935","NE"
"5936","NE"
"5937","NE"
"5938","NE"
"5939","DA"
"5940","NE"
"5941","NE"
"5942","DA"
"5943","NE"
"5944","NE"
"5945","DA"
"5946","DA"
"5947","NE"
"5948","NE"
"5949","NE"
"5950","NE"
"5951","NE"
"5952","NE"
"5953","NE"
